title;bookID;author;rating;ratingsCount;reviewsCount;reviewerName;reviewerRating
The Good Earth (Cliffs Notes);1080;Stephen Veo Huntley;4;9;0;Firdaus B;4
From the Good Earth: A Celebration of Growing Food Around the World;1084;Michael Ableman;04.18;34;6;Youga P;3
The Eco-Foods Guide: What's Good for the Earth is Good for You!;1081;Cynthia Barstow;0,1375;9;2;Reyhan R;5
Between Father and Son: Family Letters;5858;V.S. Naipaul;0,188888889;163;15;Youga P;1
The Good Earth (House of Earth, #1);1078;Pearl S. Buck;0,192361111;194687;8318;Elsa;1
Literary Occasions: Essays;5859;V.S. Naipaul;0,174305556;157;24;Riyan;4
For the Good of the Earth and Sun: Teaching Poetry;1079;Georgia Heard;04.22;68;9;Teddy;2
The Picture of Dorian Gray;9122;Oscar Wilde;04.06;687442;20028;Firdaus B;3
The Good Earth;1083;Pearl S. Buck;0,192361111;194689;8318;Firdaus B;3
The Portrait of Dorian Gray;9121;Oscar Wilde;04.06;687442;20028;Youga P;5
Warren Buffett: The Good Guy of Wall Street;1143;Andrew Kilpatrick;0,186111111;8;0;Reyhan R;4
Warren Buffett: An Illustrated Biography of the World's Most Successful Investor;1144;Ayano Morio;0,167361111;71;16;Youga P;4
Warren Buffett (Business Masterminds);1151;Robert Heller;0,172222222;41;7;Elsa;1
The Winning Investment Habits of Warren Buffett & George Soros;1142;Mark Tier;0,188194444;271;16;Riyan;2
Warren Buffet Speaks: Wit and Wisdom from the World's Greatest Investor;1146;Janet Lowe;0,185416667;658;39;Teddy;3
Warren Buffett;1152;Robert G. Hagstrom;0,192361111;29;1;Firdaus B;2
Los Ensayos De Warren Buffett;1148;Warren Buffett;04.37;3872;105;Firdaus B;4
Of Permanent Value: The Story of Warren Buffett, 1998 Edition;1147;Andrew Kilpatrick;0,189583333;134;5;Youga P;5
The Buffettology Workbook: Value Investing The Warren Buffett Way;1150;Mary Buffett;0,186111111;1907;57;Reyhan R;5
Die Essays Von Warren Buffett;1149;Warren Buffett;04.37;3872;105;Youga P;2
The Mirror Of Meanings =Mirʼāt Al Maʻānī:  A Parallel English Persian Text;7699;Hamid Ibn Fazl Allah Jamali;0;0;0;Elsa;4
F. Scott Fitzgerald: A Biography;4663;Edward J. Rielly;04.33;6;0;Riyan;3
On Authorship;4666;F. Scott Fitzgerald;03.57;7;1;Teddy;4
Plays: Mrs Warren's Profession/Man and Superman/Major Barbara/Pygmalion;7700;George Bernard Shaw;0,190972222;111;6;Firdaus B;2
Selected Plays: Mrs. Warren's Profession / Caesar and Cleopatra / Man and Superman / Major Barbara / Heartbreak House / Pygmalion;7701;George Bernard Shaw;0,189583333;27;2;Firdaus B;2
The Short Stories;4662;F. Scott Fitzgerald;04.23;13019;286;Youga P;1
Trying to Save Piggy Sneed;4661;John Irving;03.35;5722;213;Reyhan R;4
The Best Early Stories of F. Scott Fitzgerald;4665;F. Scott Fitzgerald;04.08;434;25;Youga P;1
A Life in Letters;4664;F. Scott Fitzgerald;04.21;183;15;Elsa;3
The 158-Pound Marriage;4660;John Irving;03.23;11241;325;Riyan;3
Reclaiming Our Prodigal Sons and Daughters;7236;Larry K. Brendtro;0,184722222;14;0;Teddy;4
Bread for the Journey: A Daybook of Wisdom and Faith;7234;Henri J.M. Nouwen;04.34;752;43;Firdaus B;1
Prodigal Sons and Material Girls: How Not to Be Your Child's ATM;7241;Nathan Dungan;03.57;21;6;Firdaus B;5
The Prodigal Son (Roger the Chapman, #15);7240;Kate Sedley;04.05;96;10;Youga P;2
Return of the Prodigal Son: A Story of Homecoming;7237;Henri J.M. Nouwen;04.38;12373;702;Reyhan R;3
Prodigal Son (Dean Koontz's Frankenstein, #1);7238;Dean Koontz;04.01;29342;1417;Youga P;2
Returning: Reflections on The Return of the Prodigal Son;7235;Henri J.M. Nouwen;04.38;12373;702;Elsa;3
Rebellion, Remorse, and Return: The Prodigal Son's Painful Journey Home;7239;John A. Stroman;0;0;0;Riyan;1
Prodigal Son;7243;Edward Villella;0,190277778;66;10;Teddy;1
The Return of the Prodigal Son: A Story of Homecoming;7242;Henri J.M. Nouwen;04.38;12373;702;Firdaus B;3
Naître, Et Après?: Du Bébé À L'enfant;3328;Drina Candilis-Huisma;0;0;0;Firdaus B;2
Against the Wind;3670;Gwynne Forster;0,168055556;143;7;Youga P;2
The Beauty Buyble: The Best Beauty Products of 2007 [With Over $50 Worth of Product Samples];3678;Paula Conway;0,147222222;25;2;Reyhan R;2
E. M. Forster: A Biography;3676;Nicola Beauman;0,183333333;25;5;Youga P;1
How to Make Your Dreams Come True;3671;Mark Forster;03.51;49;8;Elsa;4
The Longest Journey (Bantam Classic);3673;E.M. Forster;03.51;1644;149;Riyan;5
Privileged Witness (Witness Series, #3);3672;Rebecca Forster;04.04;1694;73;Teddy;4
The Celestial Omnibus and Other Stories;3675;E.M. Forster;0,18125;470;47;Firdaus B;4
Three Complete Novels Deluxe Edition;3674;E.M. Forster;04.21;382;31;Firdaus B;5
Where Angels Fear to Tread;3677;E.M. Forster;0,167361111;9853;655;Youga P;1
Lebanon: The Business Traveller's Handbook;9129;James Lawday;0;0;0;Reyhan R;2
"Writing ""Out of All the Camps"": J.M. Coetzee's Narratives of Displacement";6213;Laura  Wright;3;1;1;Youga P;3
Applications in Statistics (Wiley Series in Probability and Statistics);9131;André I. Khuri;0;0;0;Elsa;3
The Body In Islamic Culture;9130;Fuad I. Khuri;02.05;2;0;Riyan;5
Cosmopolitan Fictions: Ethics, Politics, and Global Change in the Works of Kazuo Ishiguro, Michael Ondaatje, Jamaica Kincaid, and J.M. Coetzee;6212;Katherine Stanton;3;1;0;Teddy;5
J.M. Coetzee: South Africa and the Politics of Writing;6214;David Attwell;03.38;13;1;Firdaus B;5
An Arab-Syrian Gentleman and Warrior in the Period of the Crusades: Memoirs of Usamah Ibn-Munqidh;9132;Usamah ibn Munqidh;0,184722222;219;23;Firdaus B;5
Hamlet;7004;William Shakespeare;4;583860;9102;Youga P;1
Wild Flowers of the Mediterranean  ;8438;Michael E. Walters;4;5;0;Reyhan R;2
Inner Workings: Literary Essays 2000-2005;6211;J.M. Coetzee;0,190972222;344;32;Youga P;5
Gentleman's Guide to Grooming and Style;1210;Bernhard Roetzel;04.13;156;15;Elsa;1
The Semi-Complete Guide to Sort of Being a Gentleman;1208;Brock LaBorde;04.05;2;0;Riyan;5
Gentleman's Guide to Grooming and Style;1209;Bernhard Roetzel;04.13;156;15;Teddy;5
Proceedings Of The 4th International Conference On Physics Of Magnetic Materials, Szczyrk Biła, Poland, September 4 10, 1988;3486;W. Gorzkowski;0;0;0;Firdaus B;4
An Eye For The Dragon- Southeast Asia Observed: 1954-1970;5384;Dennis Bloodworth;04.15;13;2;Firdaus B;4
The Dragon's Eye (Dragonology Chronicles, #1);5374;Dugald A. Steer;0,18125;2061;115;Youga P;2
Eye of the Dragon (Fighting Fantasy: Reissues 1, #21);5377;Ian Livingstone;03.37;46;3;Reyhan R;2
The Waste Lands (The Dark Tower, #3);5373;Stephen King;04.24;138837;4044;Youga P;2
Secret Garden;3002;Frances Hodgson Burnett;04.12;700796;13321;Elsa;1
Dragon's Eye (Stonefort, #1);5376;James A. Hetley;03.43;156;21;Riyan;5
The Dragon's Eye (Erec Rex, #1);5375;Kaza Kingsley;0,19375;5190;294;Teddy;4
The Dark Tower;5091;Stephen King;04.27;106660;4088;Firdaus B;4
Conversations with Bernard Malamud (Literary Conversations);3070;Lawrence M. Lasher;4;4;0;Firdaus B;1
The Birth of American Tragedy;2832;Péter Egri;0;0;0;Youga P;3
Birth Marks: The Tragedy of Primogeniture in Pierre Corneille, Thomas Corneille, and Jean Racine;2829;Richard E. Goodkin;4;1;0;Reyhan R;5
"The Life and Death of Carthage; A Survey of Punic History and Culture from Its Birth to the Final Tragedy";2830;Gilbert Charles Picard;4;3;0;Youga P;3
Dubin's Lives;3071;Bernard Malamud;0,174305556;297;28;Elsa;3
The Tenants;3072;Bernard Malamud;0,172222222;654;54;Riyan;2
God's Grace;3069;Bernard Malamud;03.57;367;45;Teddy;3
The Enchanted April;3073;Elizabeth von Arnim;0,192361111;11070;1654;Firdaus B;5
The St. Paul Stories of F. Scott Fitzgerald;4669;F. Scott Fitzgerald;0,191666667;85;10;Firdaus B;3
The Great Gatsby;4671;F. Scott Fitzgerald;0,186805556;2821711;52552;Youga P;5
Carthage: A Survey Of Punic History And Culture From Its Birth To The Final Tragedy;2831;Gilbert Charles Picard;5;1;0;Reyhan R;2
The Great Gatsby;4673;Kathleen Parkinson;0,184027778;461;25;Youga P;4
Personal Injuries;4683;Scott Turow;0,184027778;5074;182;Elsa;4
The Great Gatsby;4672;F. Scott Fitzgerald;0,186805556;2821623;52550;Riyan;1
Tender is the Night;4670;F. Scott Fitzgerald;0,182638889;88301;3710;Teddy;2
This Side of Paradise (World's Best Reading);4667;F. Scott Fitzgerald;0,172222222;48261;2854;Firdaus B;5
Reversible Errors;4681;Scott Turow;0,183333333;4918;215;Firdaus B;2
The Laws Of Our Fathers (Kindle County, #4);4682;Scott Turow;0,177777778;3537;157;Youga P;2
Alex & Penny Ballooning over Italy;1195;Giada Francia;3;1;0;Reyhan R;2
Devil's Embrace (Devil, #1);9489;Catherine Coulter;03.08;3343;122;Youga P;2
Giada's Family Dinners;1191;Giada De Laurentiis;0,193055556;12270;68;Elsa;2
Alex & Penny in Egypt;1194;Giada Francia;0;0;0;Riyan;1
Night Embrace (Dark-Hunter, #3);9488;Sherrilyn Kenyon;04.25;48385;1518;Teddy;4
The Book of Embraces;9490;Eduardo Galeano;04.28;3878;458;Firdaus B;2
Everyday Pasta;1193;Giada De Laurentiis;04.08;8116;54;Firdaus B;3
Everyday Italian: 125 Simple and Delicious Recipes;1192;Giada De Laurentiis;0,192361111;33334;211;Youga P;5
There Goes the Neighborhood: Cartoons on the Environment;4785;Sidney Harris;4;5;0;Reyhan R;2
Harry Potter and the Sorcerer's Stone: Selected Themes from the Motion Picture : French Horn Solo, Duet, Trio (Instrumental Series);3355;John   Williams;04.37;163;21;Youga P;4
There Goes the Neighborhood;4787;Jerry Van Amerongen;04.04;15;0;Elsa;3
Selected Themes from the Motion Picture Harry Potter and the Sorcerer's Stone (Solo, Duet, Trio): Flute;3358;Victor López;04.37;163;21;Riyan;1
Granada 1492: The Twilight of Moorish Spain;4783;David Nicolle;03.19;32;5;Teddy;1
Harry Potter Y La Piedra Filosofal (Harry Potter, #1);3357;J.K. Rowling;04.44;4912014;77742;Firdaus B;4
Harry Potter y la piedra filosofal (Harry Potter, #1);3356;J.K. Rowling;04.44;4912014;77742;Firdaus B;4
There Goes the Neighborhood: 10 Buildings People Loved to Hate;4786;Susan Goldman Rubin;0,167361111;23;6;Youga P;1
There Goes the Neighborhood: Racial, Ethnic, and Class Tensions in Four Chicago Neighborhoods and Their Meaning for America;4784;William Julius Wilson;03.42;152;23;Reyhan R;3
Harry Potter et la Chambre des Secrets (Harry Potter, #2);3354;J.K. Rowling;04.38;1936857;35059;Youga P;4
Novels and Memoirs, 1941-1951: The Real Life of Sebastian Knight / Bend Sinister / Speak, Memory;8149;Vladimir Nabokov;04.45;92;9;Elsa;2
The American Years;8150;Brian Boyd;04.28;257;20;Riyan;3
Laughter in the Dark;8151;Vladimir Nabokov;0,190277778;9138;573;Teddy;4
The Stories of Vladimir Nabokov;8146;Vladimir Nabokov;04.29;5869;208;Firdaus B;2
The Luzhin Defense;8153;Vladimir Nabokov;0,191666667;6977;327;Firdaus B;3
The Gift;8147;Vladimir Nabokov;0,193055556;2554;147;Youga P;1
King, Queen, Knave;8154;Vladimir Nabokov;0,181944444;3154;185;Reyhan R;3
Anne of Avonlea;8141;L.M. Montgomery;04.21;109387;3116;Youga P;2
Lectures on Literature;8148;Vladimir Nabokov;04.33;1578;96;Elsa;2
Vladimir Nabokov: The Russian Years;8152;Brian Boyd;04.29;416;28;Riyan;4
The Power of Now;6717;Vivek Ranadive;03.48;23;1;Teddy;1
Literature Guide: Jacob Have I Loved (Grades 4-8);2850;Linda Ward Beech;0,177083333;4;0;Firdaus B;3
The Invisible Child;2851;Katherine Paterson;04.24;72;17;Firdaus B;2
Realizing the Power of Now;6716;Eckhart Tolle;04.21;698;26;Youga P;1
A Wild Thing;6719;Jean Renvoize;4;19;4;Reyhan R;4
Parzival: The Quest of the Grail Knight;2849;Katherine Paterson;03.22;198;30;Youga P;5
The Poisonwood Bible;7244;Barbara Kingsolver;04.03;566754;20121;Elsa;4
Snow Falling on Cedars;5422;David Guterson;03.08;137957;3918;Riyan;3
Donde viven los monstruos;6720;Maurice Sendak;04.22;645745;9368;Teddy;4
Snow Falling on Cedars;5423;David Guterson;03.08;137957;3918;Firdaus B;4
Human Rights In India: Implementation And Violations;9410;G. S Bajwa;0;0;0;Firdaus B;2
To Tame a Sister;5638;Gillian Avery;04.22;9;0;Youga P;5
The Falcon In My Name: A Soldier's Diary;9415;K. S Bajwa;0;0;0;Reyhan R;4
Huck and Her Time Machine;5640;Gillian Avery;0,186111111;8;2;Youga P;5
Mouldy's Orphan;5639;Gillian Avery;0,088194444;3;1;Elsa;2
Dimensions Of Social Mobility And Stratification;9411;Saidur;0;0;0;Riyan;2
Jayaprakash Narayan and Indian Politics;9413;D.K. Bajwa;0;0;0;Teddy;4
Unknown Book 9414;9414;Unknown Author 415;0;0;0;Firdaus B;1
El vendedor de saris;9412;Rupa Bajwa;03.44;1780;156;Firdaus B;4
A People's History of the United States;2767;Howard Zinn;04.07;145948;4381;Youga P;4
The Rough Guide to Walks in London and Southeast England;789;Helena Smith;04.08;12;1;Reyhan R;3
The Rough Guide to London;786;Rob Humphreys;0,189583333;73;13;Youga P;1
The Rough Guide 11s Arsenal (Rough Guide 11s S.);791;Damian Hall;4;1;0;Elsa;3
Rough Guide Directions: London;790;Rob Humphreys;0,177083333;4;3;Riyan;5
The Rough Guide to London Restaurants 2004 6;788;Charles Campion;0,189583333;73;13;Teddy;4
The Mini Rough Guide to London;787;Rob Humphreys;4;7;0;Firdaus B;3
The Cat's Pajamas;9638;Ray Bradbury;0,174305556;1341;126;Firdaus B;5
The Player's Handbook: The Ultimate Guide on Dating and Relationships;99;Heidi Fleiss;0,179861111;28;8;Youga P;3
So You Think You Know Jane Austen?;2158;John Sutherland;0,172222222;167;12;Reyhan R;3
The Oxford Illustrated Jane Austen: 6-Volume Set;2154;Jane Austen;0,221527778;122;5;Youga P;5
Jane Austen's Letters;2155;Jane Austen;04.14;2099;80;Elsa;5
Confessions of an Economic Hit Man;2159;John Perkins;0,183333333;26565;3059;Riyan;4
Persuasion;2156;Jane Austen;04.13;408113;13354;Teddy;4
The Devil Wears Prada (The Devil Wears Prada, #1);5139;Lauren Weisberger;03.07;686330;8072;Firdaus B;5
Tea with Jane Austen;2157;Kim Wilson;0,186805556;983;105;Firdaus B;2
Fierce Invalids Home from Hot Climates;9584;Tom Robbins;04.02;23795;1144;Youga P;1
Cloud Atlas;6797;Donald Platt;04.24;29;3;Reyhan R;4
Cloud Atlas X: Cloud in the Space - for Piano;6798;Toshi Ichiyanagi;0;0;0;Youga P;3
Easy Carpentry Projects for Children;6802;Jerome E. Leavitt;03.34;41;1;Elsa;4
Swimming Made Easy: The Total Immersion Way for Any Swimmer to Achieve Fluency, Ease, and Speed in Any Stroke;6792;Terry Laughlin;0,186111111;43;4;Riyan;3
Easy-Gaited Horses: Gentle, humane methods for training and riding gaited pleasure horses;6791;Lee Ziegler;04.28;39;2;Teddy;1
Easy Riders, Raging Bulls;6793;Peter Biskind;04.11;5239;349;Firdaus B;3
The Cloud Atlas;6795;Liam Callanan;03.36;1783;251;Firdaus B;1
Cloud Atlas ;6796;David Mitchell;04.01;174207;17160;Youga P;2
Smart Mobs: The Next Social Revolution;2728;Howard Rheingold;0,18125;710;27;Reyhan R;4
Forest (Inside Guides);8439;David Burnie;4;1;0;Youga P;2
The Grateful Dead and the Deadheads: An Annotated Bibliography;7473;David G. Dodd;04.05;4;1;Elsa;3
Plant;8436;David Burnie;04.06;64;13;Riyan;3
Metamorphoses;1714;Ovid;04.03;48553;1138;Teddy;3
Bird;8434;David Burnie;0,191666667;69;10;Firdaus B;3
The Kingfisher Illustrated Dinosaur Encyclopedia;8435;David Burnie;04.52;27;1;Firdaus B;1
Wonders of Corals and Coral Reefs;7474;Morris K. Jacobson;0;0;0;Youga P;1
Introduction To Electronic Communication;7472;David E. Dodds;0;0;0;Reyhan R;5
Lost on a Mountain in Maine;8437;Donn Fendler;0,184027778;1107;135;Youga P;2
Bocon!;6513;Lisa Loomer;0,177083333;8;1;Elsa;4
The Bell Jar, a Novel of the Fifties;6516;Linda Wagner-Martin;03.56;25;1;Riyan;3
Suicide Blonde: The Life of Gloria Grahame;6510;Vincent Curcio;03.06;48;7;Teddy;1
Suicide Blonde;6509;Darcey Steinke;03.25;1095;111;Firdaus B;4
The Bell Jar;6515;Sylvia Plath;0,193055556;446743;16262;Firdaus B;3
Girl, Interrupted (Faber and Faber Screenplays) Screenplay based on the book;6511;James Mangold;03.09;152589;3579;Youga P;4
The Bell Jar;6514;Sylvia Plath;0,193055556;446739;16262;Reyhan R;2
The Timekeeper (Pirates of the Caribbean: Jack Sparrow, #8);5980;Rob Kidd;04.11;374;7;Youga P;5
Laura Ingalls Wilder's Little Town: Where History and Literature Meet;8289;John E. Miller;0,175;46;9;Elsa;4
Days of Laura Ingalls Wilder Boxed Set;8291;Thomas L. Tedrow;0,188194444;22;4;Riyan;5
Laura Ingalls Wilder Historic Highway Guide;8295;Mike Gleue;0,184722222;7;1;Teddy;2
Little House in the Big Woods (Little House, #1);8297;Laura Ingalls Wilder;04.16;180844;4204;Firdaus B;3
Days of Laura Ingalls Wilder, Boxed Set #01: Vols. 1-4;8293;Thomas L. Tedrow;02.04;5;1;Firdaus B;4
Laura's Little House (My First Little House Books);8294;Laura Ingalls Wilder;04.05;20;1;Youga P;4
Laura Ingalls Wilder: An Annotated Bibliography of Critical, Biographical, and Teaching Studies;8292;Jane M. Subramanian;4;1;0;Reyhan R;3
The First Four Years  (Little House, #9);8296;Laura Ingalls Wilder;0,186111111;28476;784;Youga P;1
The Deer in the Wood;8290;Laura Ingalls Wilder;04.18;277;22;Elsa;2
Muffletumps;7886;Wahl, Jan;04.04;5;2;Riyan;5
Four Dolls;7887;Rumer Godden;04.11;94;11;Sageri;5
The Robert Ludlum Value Collection: The Bourne Identity, The Bourne Supremacy, The Bourne Ultimatum;7870;Robert Ludlum;04.26;2531;93;Danit;3
On the Banks of Plum Creek  (Little House, #4);7882;Laura Ingalls Wilder;04.19;80796;1288;Sageri;4
Little Plum;7883;Ed Young;03.01;10;3;Cahyono;1
Mr. Plum and the Little Green Tree;7884;Helen Earle Gilbert;0;0;0;Teddy;4
On the Banks of Plum Creek (Little House, #4);7885;Laura Ingalls Wilder;04.19;80796;1288;Elsa;4
The Bourne Identity (Jason Bourne, #1);7869;Robert Ludlum;0,193055556;339126;3963;Cahyono;5
The Bluest Eye;5219;Toni Morrison;0,19375;123052;5070;Choddy;3
One Hundred Years of Solitude  ;5218;Gabriel García Márquez;04.04;581595;22011;Rifki;3
Hey Suess! I Am Oh, Oh God!;7800;a girl named SUESS;0;0;0;Abdul Aziz;4
Ich War Jud Süss: Die Geschichte Des Filmstars Ferdinand Marian;7802;Friedrich Knilli;2;1;0;Abdul Aziz;5
Japanese Temari: A Colorful Spin on an Ancient Craft;7801;Barbara B. Suess;04.19;27;1;Umar Jamil;4
All Aboard the Circus McGurkus;7782;Dr. Seuss;04.22;97;5;Randi;4
The Legacy of Luna;7804;Julia Butterfly Hill;0,188888889;1779;224;Randi;2
The Legacy of Luna: The Story of a Tree, a Woman, and the Struggle to Save the Redwoods;7803;Julia Butterfly Hill;0,188888889;1779;224;Dirga;4
Seuss-isms ;7787;Dr. Seuss;04.25;1153;77;Witsqadianto;4
Dr. Seuss's ABC;7799;Dr. Seuss;04.07;35424;1147;Witsqadianto;5
The Tooth Book;7798;Dr. Seuss;04.03;7188;170;Danit;2
The Cat in the Hat and Other Dr. Seuss Favorites;7788;Dr. Seuss;04.41;46661;143;Danit;3
Complete Stories, 1892-1898;2692;Henry James;04.19;158;7;Danit;1
Collected Travel Writings: The Continent;2685;Henry James;0,175694444;26;1;Danit;5
A Modest Proposal, A Modist Prepozel;2684;Mary Ellen Carroll;4;2;0;Riyan;2
Novels, 1901-1902;2688;Henry James;0,213194444;21;3;Elsa;4
Middlesex Borough (Images of America: New Jersey);4287;Middlesex Borough Heritage Committee;5;2;0;Riyan;5
A Modest Proposal;2683;Frank Schaeffer;0,190277778;17;0;Riyan;4
The New York Stories of Henry James;2693;Henry James;4;145;13;Riyan;2
The Portable Henry James;2691;Henry James;0,179861111;101;8;Sageri;4
Novels, 1896-1899;2687;Henry James;04.29;21;5;Sageri;4
Clean Skins, Teeth and White Bones;4205;George Kiefer;0;0;0;Danit;5
White Teeth;4207;Zadie Smith;0,177083333;92031;5463;Sageri;4
White Teeth;4202;Zadie Smith;0,177083333;92031;5463;Cahyono;1
The Knights / Peace / The Birds / The Assembly Women / Wealth;1592;Aristophanes;0,177777778;33;1;Teddy;1
White Teeth;4204;Zadie Smith;0,177083333;92031;5463;Elsa;3
White Teeth;4206;Zadie Smith;0,177083333;92031;5463;Cahyono;4
White Teeth (Barnes & Noble Reader's Companion);4203;Zadie Smith;0,177083333;92031;5463;Choddy;5
101 Reasons to Own the World's Greatest Investment: Warren Buffett's Berkshire Hathaway;1154;Robert P. Miles;03.05;22;0;Rifki;1
Investimentos: Os Segredos De George Soros E Warren Buffett;1158;Mark Tier;0,188194444;271;16;Abdul Aziz;1
Buffett: The Making of an American Capitalist;1155;Roger Lowenstein;04.25;7185;230;Abdul Aziz;3
Of Permanent Value: The Story of Warren Buffett/More in '04, California Edition;1159;Andrew Kilpatrick;0,189583333;134;5;Umar Jamil;4
Of Permanent Value: The Story of Warren Buffet;1156;Andrew Kilpatrick;0,189583333;134;5;Randi;4
Sir Gawain and the Green Knight (Myths & Legends Audio);3052;Unknown;0,172222222;43104;1185;Randi;3
Sir Gawain and the Green Knight;3050;Unknown;0,172222222;43104;1185;Dirga;5
Sir Gawain and the Green Knight;3051;Selina Shirley Hastings;0,186111111;57;10;Witsqadianto;5
